"vial","Pop","toluene.int.std","beta.myrcene","cis.ocimene","trans.ocimene","ocimene.epoxide","ocimene.epoxide.1","linalool","beta.caryophyllene","methyl.benzoate","beta.farnesene","alpha.humulene","alpha.terpineol","Z.E.alpha.farnesene","E.E.alpha.farnesene","TMTT","geraniol","X2phenyl.ethanol","phenylacetonitrile","caryophyllene.oxide","nitrophenylethane","methyl.farnesoate","isophytol.","jasmine.lactone","phenylacetaldoxime","farnesol","Name","site","dry.flower.weight","linalool_phenotype","log_linalool","error"
1777,"Rouse",7750066,594.306439163319,2147.39853956266,259032.688915504,210.461631526111,0,0,3461.49116727089,0,0,165.345975268212,0,0,0,0,0,0,0,632.382223026436,0,2029.11538561769,0,814.670117424163,0,768.995640623121,4091,"Rouse",0.1049,"none",NA,NA
1778,"Rouse",11025726,853.964030544034,3257.55025885514,381708.512282337,738.391639919133,69.1789410312289,58.6877453693299,3336.10848381145,0,0,0,0,0,0,0,0,82.048963509877,404.938325547927,437.353004259665,108.179680158488,367.966864882031,0,0,530.733028484429,1084.37175508067,4092,"Rouse",0.0738,"low",10.5215070104042,FALSE
1779,"Rouse",8810115,586.187380976503,1871.60195910904,249757.847096809,2457.08753005146,0,0,919.606548015671,0,0,91.4487074820331,0,0,0,82.9235855946494,0,0,194.913986770231,115.838256190042,209.220791320852,2297.77445228294,0,0,698.476986429939,3219.20042631174,4093,"Rouse",0.0664,"none",NA,NA
1780,"Rouse",8537688,723.247206806991,2382.0601718438,299253.116990879,753.062079946678,0,0,1929.55148859536,0,0,104.833626891434,0,0,0,0,0,0,500.901775135514,0,132.481962504962,1296.82685461839,0,0,233.178119302277,1279.20114697181,4094,"Rouse",0.0709,"none",NA,NA
1781,"Rouse",8025800,562.35844174201,1883.54748558849,237815.537584498,680.12381673319,30.3741044032293,0,348.213119247803,0,0,45.9892782544444,0,0,0,0,0,0,162.070332545223,0,96.1809084904929,0,0,0,0,836.179791192141,4095,"Rouse",0.0854,"none",NA,NA
1782,"Rouse",8390369,266.609949593919,1066.34524280078,125811.589070853,263.634951043029,0,0,2409.6980463757,0,0,370.827703420825,0,0,0,0,0,0,0,1563.26280534526,0,467.988809713835,0,0,0,1512.49871883033,4096,"Rouse",0.0876,"none",NA,NA
1783,"Rouse",9061589,451.608135902248,1683.17383919443,209323.572105984,327.129306172882,0,0,1866.03635070096,0,0,227.044757175731,0,0,0,143.825356069312,0,0,156.686025258303,794.423592470657,77.5972281670675,2142.42215305108,0,0,265.162020381221,2245.12791508409,4097,"Rouse",0.1036,"none",NA,NA
1784,"Rouse",8589174,331.440103136566,1221.24071013393,153007.494397781,637.939021113246,0,0,1387.13967488035,0,0,95.7649989167725,0,0,20.2051468963208,0,0,0,0,568.102670474153,0,291.23796794541,0,0,0,508.734461075087,4098,"Rouse",0.0871,"none",NA,NA
1785,"Rouse",8920069,526.99481042668,1944.24717865904,211238.497822008,570.813823286226,0,0,597.378139925398,183.020285174887,0,120.621904534742,0,0,0,0,0,0,32.4419005964717,331.026119187068,0,340.261900611428,0,0,0,957.936903328063,4099,"Rouse",0.0977,"none",NA,NA
1786,"Rouse",8463698,331.950352315846,1289.57307141402,176017.967221545,205.88776537399,0,60.4508845255174,723.649174517568,0,0,64.3010430118201,0,0,0,0,0,0,43.7997981448996,0,79.181426993164,1060.92398417875,0,0,346.816842381241,1476.96185958618,4100,"Rouse",0.0985,"low",10.5753600228172,FALSE
1787,"Rouse",7375293,522.440278480441,1899.14346372683,226527.990182138,2703.92948438958,0,109293.479797337,1598.59786892441,92.2771216774191,0,178.27571961864,0,0,0,81.6256246204842,0,0,498.62491166211,214.553418261084,67.0426254848102,2344.80948519885,0,0,533.70341387629,1572.65541339463,4101,"Rouse",0.1087,"high",18.0362055139615,FALSE
1788,"Rouse",8251349,548.696137932386,1956.29854135405,257774.051998121,310.892390190165,0,0,282.082391384065,0,0,12.6590913370846,0,0,0,0,0,0,93.4498550166688,0,0,308.775162195473,0,0,0,233.591430068371,4102,"Rouse",0.0775,"none",NA,NA
1791,"Berwind",9042141,65.6875969992828,223.804204952134,25757.1149572056,0,0,397.22233430558,0,0,0,0,0,0,37.7622871876965,0,0,0,0,0,0,259.772025272978,0,0,0,86.1330793888451,4103,"Berwind",0.107,"low",12.6069070484536,FALSE
1792,"Berwind",8756328,20.9299498799999,38.2287621303032,6445.35800456905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7572217120021,0,0,0,176.70595581184,4104,"Berwind",0.1458,"none",NA,NA
1793,"Berwind",7941109,0,347.308712778982,50865.4938888693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.725997868421,0,0,0,103.716096528357,4105,"Berwind",0.1305,"none",NA,NA
1794,"Berwind",8181982,80.4236881726791,265.340205848486,43313.0999741681,0,0,0,82.2624922460898,0,0,0,0,0,0,0,0,0,287.136128885078,0,21.8270452493999,87.3081809975997,0,0,0,321.277196335541,4106,"Berwind",0.1213,"none",NA,NA
1795,"Berwind",7622773,74.8017757477153,245.657481521659,35200.9000330754,173.679429987646,0,0,0,0,0,10.7255844627898,0,0,72.1101842095247,0,0,0,0,0,0,53.7796302006472,0,0,0,133.556772125018,4107,"Berwind",0.1035,"none",NA,NA
1796,"Berwind",8364482,59.1582691033774,196.044273982694,33331.2952813967,123.81913313471,0,113.476690714784,0,14.1308500607547,0,0,0,0,164.975748909328,0,0,0,43.9580670986158,0,18.5067743475367,99.6395989770059,0,0,0,521.367287005179,4108,"Berwind",0.0859,"low",11.0564617558902,FALSE
1797,"Berwind",8948683,496.278734051012,1675.99320067043,224992.866179566,329.802668047122,0,72.9540271486616,68.8837453350991,0,0,0,0,0,0,31.5346751654036,113.780031619123,0,156.659141670196,0,57.4920890210758,0,0,0,126.893216962489,372.643795644953,4109,"Berwind",0.1401,"low",11.1713783730262,FALSE
1798,"Berwind",8100430,83.1608043295914,298.286673744514,40495.3624562861,239.658052006567,0,0,0,0,0,0,0,0,0,0,0,0,123.319844174678,0,10.3023028678287,145.08624968672,0,0,0,734.100312250111,4110,"Berwind",0.1466,"none",NA,NA
1799,"Berwind",8576164,130.035701276235,459.70392473838,53487.0206831399,99.2927898766861,0,0,25.4440680005653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4111,"Berwind",0.0936,"none",NA,NA
1800,"Berwind",8122581,351.828023358062,1264.69201434772,176942.711928635,0,0,69.825698731986,61.7623557226687,0,48.7741733708834,0,0,129.397990895398,38284.3168384594,0,0,0,0,0,0,0,0,0,0,0,4112,"Berwind",0.0989,"low",10.6824453895092,FALSE
1801,"Berwind",7741457,234.805326650896,959.439780609125,111991.980114427,247.976496015083,0,0,66.2446636287338,0,0,0,0,0,0,0,0,0,0,0,0,60.1022157496464,0,0,0,550.087155674811,4113,"Berwind",0.1163,"none",NA,NA
1805,"Berwind",8491338,45.2366870804107,140.366080508553,13516.7704626369,0,0,0,60.3101851164877,0,0,0,0,0,0,0,0,0,0,0,0,160.615931984649,0,0,0,71.353792142848,4117,"Berwind",0.1404,"none",NA,NA
1806,"Berwind",7502213,176.308407172532,767.187806021463,105651.938550553,0,0,0,79.2494011900845,0,0,0,0,0,0,0,0,0,0,0,0,186.248651707805,0,0,0,122.818134294283,4118,"Berwind",0.1284,"none",NA,NA
1807,"Berwind",9034371,37.750829581827,200.169006178308,25457.8957477522,0,0,0,54.9313247974801,0,0,0,0,0,0,0,0,0,0,0,0,151.750829174779,0,0,0,52.331886461089,4119,"Berwind",0.093,"none",NA,NA
1809,"Berwind",9200155,66.2708265554939,238.761109622049,34478.3365981726,0,0,0,172.036485243662,0,0,0,0,0,0,0,0,0,0,0,0,99.5038255938841,0,0,0,191.047922001897,4121,"Berwind",0.1455,"none",NA,NA
1810,"Berwind",7611785,179.105963575761,804.963204797047,123267.129095098,235.735013420694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.010674208823,4122,"Berwind",0.1196,"none",NA,NA
1811,"Berwind",8157226,237.672632791987,1026.92039295262,145545.194072029,0,0,0,93.6013376407119,0,0,0,0,0,0,0,0,0,0,0,0,168.679032396774,0,0,0,173.083068529291,4123,"Berwind",0.1064,"none",NA,NA
1812,"Berwind",6771147,144.303628880263,756.502347545563,110290.419263074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.1597791614706,0,0,0,154.144670907309,4124,"Berwind",0.1301,"none",NA,NA
1814,"Berwind",8833445,94.817932451406,306.003255628635,35239.7420460391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.396198469127,0,0,0,199.967342368394,4126,"Berwind",0.0922,"none",NA,NA
1815,"Berwind",6847237,81.4168490749475,381.238302408273,57371.4211269774,0,0,54.5049639789405,79.0642075700994,0,0,0,0,0,0,0,0,0,0,0,0,60.4953695264726,0,0,0,145.549982644104,4127,"Berwind",0.1192,"low",10.4506258189604,FALSE
1816,"Berwind",7515130,94.4609174051214,408.345036633598,58096.842467192,460.935561202867,0,0,36.1557765904415,0,0,0,0,0,0,0,0,0,0,0,0,98.7723838027419,0,0,0,194.385589938647,4128,"Berwind",0.1024,"none",NA,NA
1817,"Berwind",6115519,274.744341404221,986.790433602493,159258.440154349,236.971894897929,0,0,67.8244502691782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129,"Berwind",0.0875,"none",NA,NA
1819,"Berwind",7510639,48.3650000709899,188.774620407644,26236.0417933471,32.2448948616558,0,13932.6333526859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131,"Berwind",0.1829,"high",16.5149352662277,FALSE
1820,"Berwind",6544796,123.315055105917,392.068197673281,53985.2959012576,87.3715505990365,0,83391.748701821,26.4432886293539,0,0,0,0,0,0,0,0,0,0,0,0,205.581746622022,0,0,0,631.632929944162,4132,"Berwind",0.0995,"high",17.5578185926188,FALSE
1821,"Berwind",13733918,222.88809732604,818.616045919901,73413.1247314266,0,0,899.768369084481,78.7864449222774,0,0,19.5141570914675,0,0,71.360055313287,0,0,0,0,0,0,204.346707612928,0,0,0,138.655504811761,4133,"Berwind",0.0972,"high",13.7464626849648,FALSE
1822,"Berwind",11670850,80.3301469615661,302.678475505593,33055.2639764646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.62075047934,4134,"Berwind",0.1223,"none",NA,NA
1823,"Berwind",9094456,70.4326574521862,365.338966547912,33714.4302266092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4135,"Berwind",0.0889,"none",NA,NA
1824,"Berwind",9236334,109.694697215453,772.930281560696,42074.4229300898,345.501769339289,0,0,60.0983239070873,0,0,0,0,0,0,0,0,0,637.416148468062,0,0,208.069191387253,0,0,0,1145.86794260253,4136,"Berwind",0.1112,"none",NA,NA
1825,"Berwind",9457769,31.8991913006858,172.248296612023,11148.6383807392,365.149775394911,0,21093.0284500821,205.172218963469,0,0,23.7179089854939,0,0,0,0,0,0,0,593.570136337926,0,734.277779187809,0,0,0,681.670974274763,4137,"Berwind",0.115,"high",16.6961525795634,FALSE
1826,"Berwind",9875715,44.6178484803488,288.305291992356,15778.7294244635,0,0,33148.2050383969,110.564634972107,0,0,15.8350982323421,0,0,0,0,0,0,312.440318873149,0,22.9412927123207,198.498614376106,0,0,203.853407052526,329.486901967919,4138,"Berwind",0.0881,"high",16.9249811650508,FALSE
1829,"Berwind",8364299,772.245037963318,2894.14235719804,180608.217495685,577.870552522351,0,0,205.879739340403,0,0,34.6769127293581,0,0,0,0,0,0,0,0,0,890.145611525648,0,0,0,828.116410333954,4139,"Ludlow",0.0993,"none",NA,NA
1830,"Berwind",10410062,151.173213600052,770.750877473413,55846.6772870932,0,0,42626.6587077003,48.7364001644199,0,0,203.476820386802,0,0,0,0,0,0,0,0,74.2519770017245,110.152506397429,0,0,0,452.660734949463,4140,"Ludlow",0.0855,"high",17.1992104135419,FALSE
1831,"Berwind",9446550,183.278001316598,680.821094739868,63180.272613289,283.887908601931,0,102344.578105524,1941.82901932735,0,0,141.217285694649,0,0,0,0,0,0,363.123203898549,439.31217449025,32.0627299033041,178.338278634103,0,0,172.844826354393,696.932839794341,4141,"Ludlow",0.0839,"high",17.9590618959738,FALSE
1832,"Berwind",10407853,94.2580392090462,279.263050157728,25245.5762989253,0,0,50562.5358832359,300.167564682109,0,0,10.6020918942242,0,0,0,0,0,0,476.239905613782,0,56.5571198416274,155.663830706436,0,0,0,267.96976708738,4142,"Ludlow",0.1077,"high",17.6005624563893,FALSE
1833,"Berwind",10979950,116.896946252032,590.717341609024,38883.200219491,441.628343025241,0,0,283.942174144691,0,0,15.4699474952072,0,0,0,0,0,0,147.795140232879,0,7.19398767753952,304.395955810363,0,0,0,381.315158538973,4143,"Ludlow",0.104,"none",NA,NA
1834,"Berwind",11686537,342.30511951012,1478.16571609993,116191.723138818,489.244076324749,0,0,1411.18283752017,0,0,87.6581507611897,0,0,0,0,0,0,0,0,0,207.873023272658,0,0,0,1220.14968544099,4144,"Ludlow",0.081,"none",NA,NA
1835,"Berwind",8789663,150.004661786455,607.166005621386,53153.1340195332,263.995743297698,0,99.2146817257131,113.596868445282,0,0,21.9081814530197,0,0,0,0,0,0,0,0,0,547.140176586684,0,0,0,920.658853909392,4145,"Ludlow",0.1222,"low",11.324207494671,FALSE
1836,"Berwind",10719587,30.1267666215468,127.55758561146,11141.9810224523,0,0,0,75.7254660180978,0,0,21.4162917046535,0,0,0,0,0,0,0,0,0,0,0,0,0,388.71442351733,4146,"Ludlow",0.0839,"none",NA,NA
1837,"Berwind",10088132,107.748133391302,763.307723962114,61205.1788305885,544.91920414597,0,38512.0189292035,1034.29778373442,0,0,77.2737017911213,0,0,0,0,0,0,0,340.488106423004,0,229.384248964871,0,0,0,196.789477759421,4147,"Ludlow",0.079,"high",16.9872192588205,FALSE
1838,"Berwind",11085325,257.530047632709,1146.78810545066,86067.8901430165,400.654775965964,0,30701.5446140479,1973.83185431976,0,0,206.62306029666,0,0,0,0,0,0,399.574386557237,286.740157091678,119.179396058433,219.756013750641,0,0,210.07210449546,775.114351137101,4148,"Ludlow",0.0821,"high",16.8933144948531,FALSE
1839,"Berwind",12470416,129.484438874244,511.976590582301,47747.6303267466,0,0,52195.4990219493,182.92803063617,0,0,0,47.8962117875435,0,0,0,0,0,0,108.435852306232,0,281.949670602016,0,0,0,480.182904439045,4149,"Ludlow",0.0853,"high",17.5799711896032,FALSE
1840,"Berwind",9409546,96.842057210889,423.123903898138,35685.6995256449,0,0,0,923.328448820733,0,0,69.0253365460018,0,0,0,0,0,0,0,77.4167635030954,0,123.442273058857,0,0,0,367.452971984208,4150,"Ludlow",0.1058,"none",NA,NA
1841,"Berwind",9953217,544.653853890464,2253.48205996893,156613.549484714,1345.48590285859,0,0,2362.34045632639,0,0,176.52545143161,0,0,0,0,369.06412195575,0,0,415.830413380765,0,608.470529222529,0,0,0,655.265588722691,4151,"Ludlow",0.0854,"none",NA,NA
1842,"Berwind",10416293,580.126166185714,2134.43073955336,159808.67435803,0,0,0,896.019759660866,0,0,141.786528454787,0,0,0,0,0,0,0,273.432298956754,0,308.895498530074,0,0,0,134.442357686458,4152,"Ludlow",0.0839,"none",NA,NA
1843,"Berwind",10679907,572.482230770716,2476.49148296182,166664.500271651,702.794883888034,0,0,1094.00903149377,0,56.9703412160748,40.6087927291623,0,142.747638411337,32079.6486923554,0,450.103476075668,0,548.313153015385,0,136.879940793289,0,0,0,161.81765566999,286.469752359596,4153,"Ludlow",0.0925,"none",NA,NA
1844,"Berwind",10053516,74.7323472369954,277.878469381478,30093.238552751,0,0,0,136.508724007557,0,0,25.8195068198843,0,0,0,0,0,0,0,0,0,0,0,0,0,284.341259965985,4154,"Ludlow",0.1011,"none",NA,NA
1845,"Berwind",11439486,155.415688194882,518.727659148572,40642.1557423996,0,0,0,386.848631136049,0,0,14.1434926109692,0,0,0,0,0,0,111.204215163164,0,106.566395178445,237.191795436813,0,0,0,273.717766908408,4155,"Ludlow",0.112,"none",NA,NA
1846,"Berwind",9206500,234.270713709463,882.911262973472,83065.4321118555,322.04646411233,0,0,417.71628802209,0,0,20.7150009311513,0,0,0,0,0,0,0,257.610196566323,0,347.177385962011,0,0,0,760.457125335805,4156,"Ludlow",0.0881,"none",NA,NA
1847,"Berwind",9606006,242.296179556357,961.475418712574,66957.0175693985,324.869355239636,0,54811.9355142854,1698.10451260232,0,0,124.460194292438,0,0,0,0,0,0,0,459.084839250115,0,1312.08594084441,0,0,0,1064.53059819376,4157,"Ludlow",0.1273,"high",17.7682843553778,FALSE
1848,"Berwind",11332879,194.669125955067,666.816046214762,63108.7581904273,184.960361975263,0,0,128.66826299567,0,0,22.4891671665495,0,0,0,0,0,0,0,0,0,235.804186145317,0,0,0,324.937067997179,4158,"Ludlow",0.1067,"none",NA,NA
1849,"Berwind",11254778,108.234096817131,286.700840206985,21776.5467780436,247.238749246974,0,0,1045.17416976439,0,0,35.8838311022686,0,0,0,0,0,0,0,81.2917834194292,0,0,0,0,0,120.251843695011,4159,"Ludlow",0.1107,"none",NA,NA
1850,"Berwind",10941005,272.049521061208,1428.64700449812,103465.11655119,142.798544997796,0,79.2931240571334,278.827118522753,0,0,18.3853055191019,0,0,0,0,297.416419239713,0,216.132912130581,0,27.0217377274838,76.3018299876077,0,0,0,189.462923132114,4160,"Ludlow",0.1234,"low",11.3287862572492,FALSE
1851,"Berwind",11567465,302.54189171573,913.348300826309,81348.8925436954,181.1446363432,0,0,144.244651991667,0,36.4118369249148,18.5263016183527,0,152.085301588668,30086.283932261,0,0,0,0,94.8031233739047,0,117.029559185434,0,0,0,0,4161,"Ludlow",0.0955,"none",NA,NA
1852,"Berwind",11972991,452.682125378294,1747.84338637607,133216.02890004,630.541642795581,0,0,2029.94560016804,0,0,143.429453451901,0,0,0,0,0,0,0,456.81042202266,0,246.702157505735,0,0,0,254.402637408599,4162,"Ludlow",0.0922,"none",NA,NA
1853,"Berwind",10928910,252.01341808165,971.810844545883,80888.0956289821,178.903296077497,0,0,643.408063165712,0,0,105.182972092517,0,0,0,0,0,0,0,0,0,442.179299290987,0,0,0,327.678463704228,4163,"Ludlow",0.0743,"none",NA,NA
1854,"Berwind",13311406,77.1818808182317,303.531898324427,31725.611255228,453.896043476507,0,19920.7226790219,398.544452517595,0,0,15.6176586667869,0,0,0,0,0,0,298.685156683858,0,70.2851647081869,79.4861068487162,0,0,0,118.062795488717,4164,"Ludlow",0.0848,"high",16.6761186854208,FALSE
1855,"Berwind",10784253,158.395929296256,525.863579781601,51974.7835064024,239.157219569758,0,0,298.085239238547,0,0,38.9870980374777,0,0,0,0,0,0,153.348426107869,0,0,125.285398928636,0,0,0,221.916643984971,4165,"Ludlow",0.0963,"none",NA,NA
1856,"Berwind",13434007,298.339543610583,1218.5849404939,98832.2062447371,1556.40587456841,0,0,5680.07816488306,0,0,275.779607113037,0,0,0,0,0,0,0,502.960149746371,0,253.55002112331,0,0,0,0,4166,"Ludlow",0.0638,"none",NA,NA
1857,"Berwind",10420076,472.690635144234,1691.98183977585,127811.152978764,231.389908828342,0,0,2766.66047914216,0,0,155.185777841309,0,0,0,0,0,0,0,281.105410231688,0,621.878987419425,0,0,0,413.090620751435,4167,"Ludlow",0.1033,"none",NA,NA
1858,"Berwind",11554096,772.15313153454,2102.55014301276,142401.247641931,0,0,0,98.9021494695444,0,0,4.43142646214497,0,0,0,0,0,0,0,0,0,88.4837113846594,0,0,0,90.3989275598838,4168,"Ludlow",0.0923,"none",NA,NA
1859,"Berwind",11335959,83.6248836492073,311.293623024996,26260.780030005,111.086356994544,0,41359.8142034787,79.4710687202582,0,0,19.8228289903862,0,0,0,0,0,0,292.881683612437,0,54.6448386488904,53.318738108193,0,0,0,121.039742063116,4169,"Ludlow",0.1339,"high",17.7028242266622,FALSE
1860,"Berwind",11081996,66.8627973708029,294.224507866372,26806.709958217,178.24410710198,0,0,171.607553085876,0,0,10.9450401864669,0,0,0,0,0,0,0,0,0,102.492029870814,0,0,0,315.190034249713,4170,"Ludlow",0.1079,"none",NA,NA
1861,"Berwind",11931042,233.106798215948,878.237214572143,69578.4595772631,278.863693704243,0,0,482.67253235836,0,0,37.6215000898009,0,0,0,0,0,0,0,55.7511647660022,0,665.060420871328,0,0,0,339.528373051555,4171,"Ludlow",0.129,"none",NA,NA
1862,"Berwind",10444382,136.876983052513,565.392615301055,53015.0474161278,228.207672562122,0,0,169.208592074359,0,34.0179633017691,1.50102713562303,0,99.5427684666443,32261.1945256685,0,0,0,0,0,0,0,0,0,0,325.263866231732,4172,"Ludlow",0.1004,"none",NA,NA
1863,"Berwind",11845917,497.268299279828,1806.88025852524,136090.810095761,373.752033838205,0,93.3380192155178,1600.97046819713,0,0,66.7450589575656,0,0,0,0,0,0,0,248.018693457236,0,325.859872224328,0,0,0,697.356626277705,4173,"Ludlow",0.091,"low",11.26675634827,FALSE
1864,"Berwind",10482202,740.415229548143,2601.4269172434,169207.056784775,449.325686405934,0,123.009683254157,120.646621851932,0,0,19.1180208625763,83.5956696553047,0,0,0,0,0,0,0,0,194.37959447004,0,0,0,263.776729023323,4174,"Ludlow",0.1035,"low",11.5491995333345,FALSE
1867,"HB",13162936,21.2552247303107,83.038459085467,6479.49596485726,0,0,33682.1513673467,0,0,0,0,0,45.904346035888,2657.33764479575,0,0,0,0,0,0,122.482611416921,0,0,0,93.8265025418353,4175,"HB",0.1161,"high",17.5042663044267,FALSE
1868,"HB",12301810,0,139.186712664547,3257.94960355853,0,0,2600.48772562329,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0847721598841,0,0,0,0,4176,"HB",0.1195,"high",14.9042031419769,FALSE
1869,"HB",12281316,182.151533702618,909.470511992535,63119.6105105426,0,0,133.402296452255,431.676849343574,0,0,33.8805939820442,0,0,0,0,0,0,259.150418350737,149.378920954222,0,0,0,0,0,172.878001961206,4177,"HB",0.1082,"low",11.8331158690172,FALSE
1870,"HB",10763435,116.841373252664,645.560201102891,36548.3749379264,0,0,82041.6724821241,0,0,34.0761593595158,0,0,199.550520129641,24000.9897838083,0,0,0,0,0,0,97.3998493388422,0,0,0,252.418283705312,4178,"HB",0.1045,"high",18.0880104826547,FALSE
1871,"HB",11500533,61.0173350226463,248.559430897681,15694.8257582931,0,0,95528.234430526,243.214135162257,0,0,19.5573816013571,0,0,0,0,0,0,0,84.8952500723227,0,51.7054568253489,0,0,0,157.017532361326,4179,"HB",0.1056,"high",18.31691495604,FALSE
1872,"HB",13150166,94.8539826780535,386.235026926742,29185.5937301134,0,0,175.639684794546,0,0,0,0,0,42.9049567412903,4592.24404168542,0,0,0,0,0,0,273.285574810029,0,0,0,0,4180,"HB",0.0801,"low",11.8758309586596,FALSE
1873,"HB",11899789,105.792585698461,466.047530061446,37475.3005925775,0,0,58532.8426573601,222.11638898345,0,0,26.7541943132592,0,0,0,0,0,0,107.013119310145,152.369172544336,0,74.2379509963899,0,0,0,119.892736233441,4181,"HB",0.0887,"high",17.6868099182024,FALSE
1874,"HB",11083777,23.804888827003,207.688893239983,17412.1403912244,0,0,44975.5406691877,610.961858940323,0,0,37.902792302748,0,0,0,0,0,0,227.24564843405,195.10025724105,0,0,0,0,0,98.7820873740766,4182,"HB",0.0984,"high",17.4560834634479,FALSE
1875,"HB",10151254,67.7629335252571,260.222407005085,14484.4210872864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4183,"HB",0.0792,"none",NA,NA
1876,"HB",12296687,353.360608720985,1510.27191743365,91410.03776566,0,0,10396.085647471,274.922728461042,0,0,18.4271127255658,0,0,0,0,0,0,0,268.048655677977,0,61.1078531036159,0,0,0,165.330982181275,4184,"HB",0.112,"high",16.2246994534147,FALSE
1877,"HB",10816518,257.974169639731,1222.17677672954,82496.6608049604,321.38982739239,0,1554.06190144248,450.119862890177,0,0,50.2597674489429,0,0,0,0,0,0,351.635522624833,134.737569654001,0,68.8441684359426,0,0,0,0,4185,"HB",0.0898,"high",13.9749728206121,FALSE
1878,"HB",10861852,78.109242132425,326.52445823431,20694.0579193083,0,0,0,0,0,0,0,0,47.317822954637,1253.42430743463,0,0,0,0,0,0,0,0,0,0,0,4186,"HB",0.1148,"none",NA,NA
1879,"HB",12152360,35.3301849423691,157.13521294078,15143.9733906286,0,0,32228.1328850264,50.0390418724166,0,0,8.92121348791526,0,65.3551951787098,2844.15518072302,0,0,0,0,68.1519287352212,0,0,0,0,0,0,4187,"HB",0.1069,"high",17.2976983211921,FALSE
1880,"HB",11144568,26.125305216526,155.170162753706,10595.0693885867,0,0,17701.6084893544,95.4877566782629,0,0,19.8317651878657,0,0,0,0,0,0,0,131.756985425034,0,159.341167913611,0,0,0,197.553617288619,4188,"HB",0.1185,"high",16.714962025809,FALSE
1881,"HB",10594827,164.867722710338,622.068203662032,48207.7433874097,584.634369206784,0,0,156.847299158353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.349095459511,4189,"HB",0.0936,"none",NA,NA
1882,"HB",12894912,134.579751482334,590.86350679925,41097.6094728818,230.866297237437,0,34264.4895290612,114.70936910749,0,0,7.24049746266811,0,0,0,0,0,0,0,0,0,191.964161890305,0,0,0,199.514528863692,4190,"HB",0.1108,"high",17.4541104668312,FALSE
1883,"HB",11365868,75.0183680875011,425.396172920239,31711.9714996519,0,0,47284.7254654495,598.258381590654,0,0,42.3179511982563,0,0,0,0,0,0,416.892304004103,92.8596878006681,0,0,0,0,0,0,4191,"HB",0.0849,"high",17.3837175874049,FALSE
1884,"HB",13324579,0,106.271235142597,3859.37632107184,0,0,10413.5911839508,0,0,0,0,0,184.999929094403,16371.5301240934,0,0,0,0,0,0,0,0,0,0,0,4192,"HB",0.0846,"high",16.0260977893662,FALSE
1885,"HB",10897517,82.3017170301378,327.068016801976,19548.8058010381,396.561802340674,0,79658.1185436501,199.377792015096,0,0,12.6694611813545,0,0,0,0,0,0,0,0,0,83.9839596402535,0,0,0,285.373576491121,4193,"HB",0.1032,"high",18.0583891274268,FALSE
1886,"HB",13824370,25.123897405193,185.972340615057,15264.2501197936,0,0,119.54647713732,79.3653771770948,0,0,12.5008861163293,53.7753580400822,0,0,0,0,0,213.447307441238,0,0,36.0838323916388,0,0,0,64.3152080089622,4194,"HB",0.1456,"low",12.1386874096757,FALSE
1887,"HB",11876029,63.0548210908155,365.031658925519,23338.9956913075,0,0,0,0,0,0,0,0,0,0,0,0,0,184.581310893376,0,0,0,0,0,0,0,4195,"HB",0.0973,"none",NA,NA
1888,"HB",10258791,125.257461440655,779.839280181883,50243.4643729568,395.092534030907,0,147401.008601605,259.041472122265,0,0,11.5377596216678,164.857594457204,276.282256762406,10661.6768551898,0,0,0,380.813568677208,229.594501717991,0,0,0,0,0,0,4196,"HB",0.0762,"high",18.3100946319507,FALSE
1889,"HB",12080347,204.68428371924,793.656393604244,52810.7605302453,0,0,83541.2160395897,95.821651133988,0,0,14.4912189094884,46.5563409665883,0,0,0,0,0,0,114.71378294555,0,126.851154903612,0,0,0,0,4197,"HB",0.1146,"high",18.3138091872468,FALSE
1890,"HB",11660195,109.074230785492,681.678926316665,51032.7108250504,0,0,61124.4133745827,40.2834707004687,0,0,18.8548191242907,0,0,0,0,0,0,0,247.245936722413,0,220.004015199089,0,0,0,56.7799410200068,4198,"HB",0.0922,"high",17.7484937361605,FALSE
1892,"HB",15556430,20.3747040985384,201.505358535592,9055.5504115657,0,0,0,59.022898279367,0,0,9.29416656149568,0,0,0,0,0,0,0,247.362973974567,0,0,0,0,0,0,4200,"HB",0.0854,"none",NA,NA
